x,y,value
12714600,2580200,3
12723200,2581000,2
12697400,2559200,5
12704200,2571200,3
12681600,2564200,6
12700600,2583000,6
12677200,2589400,12
12669000,2586200,5
12676800,2566000,4
12674400,2584200,2
12682000,2588800,4
12689400,2560400,5
12692600,2572200,6
12694600,2586600,1
12673800,2566000,5
12732400,2580200,1
12693000,2570800,2
12682200,2576000,2
12676800,2588200,2
12698200,2575400,2
12695800,2570000,7
12680400,2584200,2
12696800,2575200,24
12676000,2586400,4
12698600,2557600,2
12694600,2568000,10
12677000,2565000,19
12696400,2570400,1
12670800,2586600,4
12689400,2584200,2
12696600,2571400,4
12698000,2568400,1
12681600,2581400,3
12697400,2566000,1
12681600,2557000,2
12728000,2592200,2
12700800,2561400,4
12677400,2567400,7
12706400,2575600,1
12676200,2582800,4
12705400,2560800,16
12725200,2588000,1
12696800,2569200,2
12734600,2577200,1
12679600,2551400,1
12683200,2559000,27
12715800,2572400,2
12725000,2587400,5
12703600,2560800,7
12737400,2586400,2
12696600,2557000,7
12719400,2564200,1
12716800,2569600,1
12733000,2583800,1
12717000,2583000,4
12693400,2561200,3
12722800,2584200,5
12678400,2593000,1
12673000,2567000,6
12701000,2579400,9
12688000,2565000,2
12676000,2572600,1
12697600,2571600,5
12678400,2555200,3
12713400,2567800,1
12716000,2572600,4
12688200,2563400,5
12694200,2559000,18
12687600,2592200,15
12674000,2582600,3
12707400,2570000,11
12715000,2564800,2
12723000,2585800,2
12672600,2575200,3
12719200,2567400,3
12682000,2580400,5
12706200,2568000,3
12706800,2578200,4
12672600,2574800,3
12676800,2575400,1
12734400,2583200,2
12679400,2566400,6
12693000,2586400,4
12677000,2594600,2
12674000,2583800,2
12722800,2582000,9
12671800,2572600,1
12669400,2584200,3
12685400,2555200,5
12720600,2582800,15
12675400,2569400,7
12705000,2572600,4
12672600,2588000,15
12671200,2583000,5
12702600,2562400,6
12685600,2590000,1
12681800,2554000,13
12741800,2571400,1
12723600,2578800,3
12675400,2592600,5
12707000,2564000,2
12719000,2583800,3
12725200,2566600,20
12673000,2580000,1
12700400,2564400,3
12727400,2583000,2
12678600,2575800,4
12716800,2577200,3
12697400,2563000,6
12695200,2587200,6
12718400,2564000,1
12679600,2588200,1
12709800,2572800,2
12696400,2582200,5
12692400,2570800,1
12691600,2577000,10
12719600,2585600,2
12703000,2561200,3
12692800,2573600,9
12676800,2579800,1
12698000,2578200,2
12689400,2558200,1
12681000,2561600,1
12685200,2564800,5
12693400,2566400,1
12691400,2576800,4
12718200,2563200,2
12687800,2563000,2
12745200,2565200,1
12673600,2585600,8
12724800,2568000,2
12670200,2571200,10
12705200,2580400,1
12708200,2571400,3
12701200,2561600,5
12673400,2577000,3
12698800,2564800,1
12708200,2568200,2
12695400,2574800,6
12701200,2560400,6
12700800,2579600,3
12683600,2554800,22
12682400,2561200,1
12669000,2587400,1
12690400,2574800,1
12675200,2568400,6
12696000,2561600,4
12688600,2558600,1
12680600,2581600,8
12733200,2586200,8
12679000,2589600,6
12701800,2569800,2
12724200,2576600,4
12704200,2578200,6
12699000,2580000,1
12675800,2587600,1
12676600,2590800,1
12683400,2589800,19
12685800,2577600,7
12679800,2566200,7
12690400,2584200,2
12672200,2570600,1
12735000,2584400,1
12737000,2579000,2
12734000,2583200,1
12673000,2588600,13
12703400,2567000,4
12686000,2582400,1
12720600,2566600,5
12673400,2571800,1
12711400,2573000,2
12693000,2576800,17
12670200,2582800,1
12739600,2571200,3
12670200,2583200,2
12704000,2575600,4
12671800,2571600,5
12711000,2562800,1
12695400,2561200,3
12731200,2582400,1
12717200,2579000,1
12671200,2584000,7
12694200,2568800,14
12717000,2579600,4
12674600,2584400,4
12695600,2575200,1
12733800,2581200,1
12685000,2562200,2
12713000,2571800,3
12674000,2571800,3
12733600,2583800,1
12686400,2560600,2
12679000,2585600,1
12720000,2579000,1
12723000,2583200,3
12696400,2569200,12
12674200,2569000,4
12681800,2555200,2
12679600,2590000,9
12699000,2564000,11
12690400,2560400,2
12665000,2583600,5
12673800,2571600,5
12696200,2567400,2
12702000,2562800,6
12681600,2591000,4
12679200,2588200,10
12698600,2563000,5
12707800,2574800,3
12736000,2569200,2
12706600,2564000,4
12695200,2584000,12
12680800,2566400,4
12730600,2583600,2
12717200,2583400,6
12677200,2563000,4
12746600,2560000,1
12692000,2562200,3
12721600,2586600,1
12685200,2576600,2
12682000,2559200,8
12698200,2570600,15
12717000,2585600,1
12681200,2559200,2
12698200,2582400,16
12667000,2580200,2
12685600,2556400,1
12697000,2570000,1
12676200,2571600,3
12671400,2588200,2
12670000,2583600,2
12716000,2578000,1
12701200,2559800,7
12695400,2586600,4
12676000,2592400,4
12694600,2570000,5
12677800,2562800,2
12692800,2584600,18
12671000,2584400,1
12716800,2561800,4
12703000,2562800,1
12668600,2583800,5
12682000,2583600,23
12727600,2582400,1
12729800,2586600,2
12717000,2572600,6
12695000,2559200,2
12700600,2564400,2
12693000,2585600,42
12670600,2574800,2
12672200,2585600,2
12696200,2559200,1
12674000,2580200,7
12697200,2571400,7
12699800,2571600,2
12675800,2586400,1
12674000,2581800,7
12671800,2578000,2
12702800,2570600,9
12686600,2562200,11
12703400,2564000,3
12704000,2563400,1
12720600,2580800,2
12705000,2578000,1
12703600,2567600,4
12704800,2578200,10
12672600,2580000,5
12734200,2581200,1
12750200,2552800,3
12702200,2574800,1
12737600,2571600,6
12676800,2594000,2
12695000,2583600,1
12704000,2572600,5
12675400,2571000,13
12731000,2586200,1
12686400,2577600,1
12683600,2560200,2
12727000,2587400,2
12680200,2587200,1
12705600,2563800,5
12685600,2572400,1
12705600,2576600,2
12724600,2576000,1
12673400,2582000,4
12706400,2565800,3
12674200,2586800,5
12705000,2564400,4
12683000,2589000,1
12727400,2575000,2
12700600,2582800,2
12720400,2583600,3
12696400,2572400,6
12694800,2566800,7
12699000,2561800,7
12681800,2575000,2
12677000,2590600,1
12685800,2554600,1
12672800,2573800,3
12703800,2565200,6
12686600,2583800,1
12741000,2564200,1
12678200,2589800,15
12729200,2577000,2
12685200,2565600,2
12682000,2588600,3
12692600,2573600,3
12681600,2571600,2
12671400,2569400,1
12692600,2572400,7
12695200,2581000,1
12679400,2561400,2
12736000,2585800,1
12723200,2575200,1
12682000,2564800,10
12704800,2564600,7
12687200,2586400,1
12670200,2588000,3
12668400,2586200,1
12682200,2565600,9
12687800,2558200,2
12695800,2570200,7
12714800,2576400,5
12723400,2586400,1
12696800,2575000,5
12694600,2568200,9
12717400,2579400,5
12674800,2566600,8
12682800,2565800,1
12721600,2580000,1
12706400,2563000,8
12724800,2580400,6
12682600,2555800,6
12689600,2563000,3
12696600,2571600,8
12679200,2557800,2
12697400,2566200,1
12681600,2557200,2
12717600,2563400,2
12728000,2592000,3
12699400,2582000,12
12689800,2561000,4
12685400,2563200,2
12708000,2573000,1
12679600,2551600,1
12711800,2572000,18
12731400,2568800,3
12704400,2579400,2
12689800,2566600,13
12733600,2586400,3
12722200,2566400,5
12683400,2571000,3
12725000,2587200,6
12699400,2560800,2
12703400,2561800,23
12673600,2588400,1
12705600,2574000,3
12706800,2563000,7
12673000,2567200,3
12699800,2576400,5
12699800,2578400,5
12676000,2572000,2
12700200,2574800,11
12717200,2561800,6
12697600,2571400,10
12691800,2576000,1
12700200,2577600,6
12672800,2583200,12
12694000,2581600,2
12678400,2561600,1
12674400,2586600,10
12667600,2581200,24
12694400,2571000,7
12718200,2567400,1
12693200,2572800,14
12679400,2566600,3
12678800,2588200,1
12702000,2575600,3
12683400,2558600,5
12686200,2561000,4
12730400,2583200,2
12691200,2575400,10
12673600,2588600,5
12671800,2572800,5
12704600,2575400,4
12679800,2591400,1
12705000,2572800,4
12680200,2583400,25
12674200,2589000,10
12702600,2562200,4
12726200,2568000,1
12681400,2554600,2
12722600,2565000,1
12749400,2567200,3
12709000,2569200,4
12698000,2563000,8
12695000,2580200,1
12715400,2581600,2
12701200,2580200,11
12716600,2584000,2
12686400,2563000,7
12694200,2570800,2
12685800,2588200,2
12720800,2582400,5
12697600,2585200,3
12703000,2560800,3
12694400,2558600,34
12665400,2579200,1
12673000,2580600,5
12700400,2564600,1
12685000,2584600,3
12675200,2564000,2
12698800,2583200,2
12673800,2579800,5
12692800,2573000,1
12677400,2566800,9
12713800,2579400,1
12689400,2558000,1
12706400,2581600,6
12695600,2582800,1
12678400,2591800,5
12692000,2576200,8
12718400,2573200,1
12673600,2585400,5
12718800,2582600,1
12709600,2572200,1
12696600,2585400,2
12701200,2561400,6
12673200,2567400,5
12751600,2562600,3
12669000,2587600,2
12682400,2561000,10
12696000,2561400,11
12680600,2581800,1
12679000,2589400,10
12699600,2558600,5
12673800,2588200,2
12670600,2573600,2
12673000,2581400,2
12697800,2561400,1
12703000,2577600,1
12712000,2572400,16
12679800,2567600,1
12678000,2562000,2
12675200,2570000,1
12717600,2562800,3
12706600,2570800,3
12670200,2579400,1
12679800,2566400,3
12700200,2574600,4
12672200,2570800,1
12672600,2584800,4
12703400,2567200,4
12680200,2561800,9
12724800,2575800,4
12670200,2582600,5
12670800,2575400,7
12673400,2592400,5
12704000,2566600,9
12686800,2583800,2
12670200,2583400,9
12695400,2578600,1
12704000,2575400,4
12669400,2582600,1
12685400,2575600,3
12733400,2578800,2
12672600,2587200,5
12723600,2583400,10
12677400,2562800,4
12684000,2589400,15
12732000,2586400,1
12674600,2584600,2
12682600,2556200,4
12701000,2572400,7
12685000,2562000,6
12673400,2581200,4
12682600,2557800,7
12708200,2567000,1
12674800,2582400,4
12679000,2585400,1
12723000,2583400,3
12696400,2569000,22
12699200,2580600,1
12707600,2568800,3
12665000,2582200,1
12674200,2569200,7
12719800,2581200,3
12740200,2570400,1
12678200,2593000,1
12689000,2563200,2
12708000,2568200,5
12726200,2581400,3
12679200,2588000,3
12694600,2582800,2
12704200,2579200,4
12724400,2578800,1
12706600,2564200,4
12689600,2584600,3
12685200,2577200,9
12698800,2558600,4
12715400,2568800,3
12693800,2566400,5
12685200,2576800,10
12698200,2570800,5
12682200,2560000,6
12679800,2560400,1
12679000,2566200,17
12705800,2561400,2
12689200,2569200,1
12676000,2583800,4
12680400,2591400,2
12667000,2580000,8
12697000,2573800,2
12685600,2556200,3
12676200,2571400,3
12721600,2583200,5
12692000,2583600,6
12683000,2563600,6
12710600,2567400,2
12695400,2586000,1
12680600,2586200,20
12671600,2583200,3
12691200,2561000,2
12727200,2580200,11
12718000,2586400,2
12695400,2563400,6
12692200,2577200,7
12682000,2583400,7
12706400,2568800,6
12693000,2585400,14
12713200,2573600,3
12694600,2571400,6
12708800,2562200,9
12674000,2580000,9
12699800,2571400,2
12707200,2570600,2
12713800,2573400,19
12686000,2578000,1
12704000,2563600,4
12744600,2566400,5
12734200,2581400,1
12680200,2591800,12
12665800,2578000,1
12717600,2578800,8
12675400,2585400,4
12696000,2569200,9
12707000,2563800,9
12683000,2558800,13
12718800,2565600,3
12714800,2586000,1
12671400,2584000,3
12681600,2557800,19
12676000,2576800,1
12756000,2553400,1
12673800,2587200,5
12669200,2582000,2
12690400,2562400,4
12694800,2585400,1
12682800,2565400,1
12673200,2582800,23
12709800,2563200,5
12669800,2582400,8
12679200,2563400,8
12673400,2582200,16
12721000,2566000,1
12747200,2574400,2
12718600,2583000,13
12720400,2582200,5
12692400,2577000,6
12668600,2579400,3
12672600,2568000,3
12716800,2562400,5
12681600,2564600,7
12700600,2583400,1
12681800,2575600,7
12673600,2569000,20
12683200,2565800,1
12671600,2580000,1
12668200,2578600,7
12678200,2590000,16
12684400,2586200,1
12685000,2559000,1
12702000,2578000,2
12696600,2557800,12
12693800,2575400,2
12685200,2565000,2
12680400,2567600,1
12736200,2574400,1
12698200,2567000,1
12736400,2583600,2
12737600,2569400,1
12686000,2560800,11
12684200,2563400,2
12696000,2575000,1
12692400,2586400,2
12684600,2559600,7
12668400,2586400,5
12680800,2589200,6
12710400,2573200,4
12694600,2572800,1
12732200,2579600,2
12696600,2567800,6
12705800,2562400,2
12688400,2566400,1
12668600,2585000,2
12696800,2575600,16
12707400,2570800,1
12721600,2580200,15
12698800,2572200,4
12697400,2567600,7
12721400,2583600,12
12697400,2566400,5
12711200,2571600,2
12671600,2574000,16
12696800,2566600,3
12721600,2577000,6
12699200,2582800,2
12668600,2574400,3
12695000,2572400,1
12701400,2561400,4
12720000,2587000,1
12693200,2563400,3
12682600,2588800,5
12675800,2591200,3
12697000,2557200,1
12686600,2560600,3
12672600,2582800,3
12687000,2577800,17
12699800,2566000,1
12704800,2571200,2
12692400,2573600,4
12683800,2560000,5
12725200,2579600,1
12698600,2568000,1
12677200,2594800,1
12726200,2580800,8
12682000,2565400,2
12694000,2559400,1
12679600,2551000,1
12699600,2569000,2
12686200,2578600,1
12704000,2574200,3
12711000,2563000,2
12670000,2589400,2
12701200,2583200,8
12684200,2571000,3
12744000,2567800,1
12701000,2561400,8
12680000,2589200,3
12704600,2563200,3
12673000,2567400,4
12704600,2560800,10
12678800,2561600,4
12686400,2586400,3
12690000,2577800,5
12674200,2572000,1
12694800,2560000,4
12715800,2569800,1
12676800,2563000,2
12697000,2577800,1
12753000,2562400,1
12691200,2578600,13
12724600,2586600,3
12702000,2563000,3
12674400,2586800,7
12694400,2571200,3
12692400,2574800,19
12684200,2554200,3
12698600,2574000,5
12686000,2558200,6
12706600,2565800,1
12701800,2560800,3
12679400,2566000,3
12674600,2567800,16
12733600,2579000,2
12678000,2576000,3
12708800,2568600,8
12727800,2583000,1
12677800,2582200,1
12720400,2566600,2
12725400,2589800,1
12681800,2586400,10
12699800,2558200,1
12714800,2572200,1
12696800,2577000,16
12703000,2582200,1
12695600,2584000,4
12716600,2562400,1
12677400,2566000,2
12675000,2570200,4
12679000,2568600,1
12697000,2571800,2
12719600,2586600,1
12689000,2562800,4
12722600,2564800,2
12671000,2579000,1
12677600,2566000,6
12707600,2566000,2
12711200,2573000,1
12705800,2579000,3
12682800,2554200,5
12707000,2564400,4
12701200,2580000,6
12720800,2581400,8
12735800,2586800,1
12694400,2559200,2
12668600,2582000,1
12682800,2555800,14
12722800,2583400,2
12732800,2583600,1
12724600,2579000,2
12694400,2558800,37
12682400,2557800,10
12685000,2576000,1
12673400,2589000,8
12692800,2561600,2
12712800,2572400,1
12673000,2580400,1
12703200,2563000,1
12678800,2553400,5
12699800,2572600,3
12691400,2573600,2
12682400,2585200,1
12701400,2562400,5
12673800,2579600,2
12684400,2554400,2
12667400,2581200,21
12680600,2566600,5
12668800,2582400,2
12667200,2577000,2
12750200,2553000,1
12709200,2570000,6
12698200,2573200,1
12710800,2566600,1
12722800,2586800,1
12738400,2579000,1
12674000,2571000,24
12669000,2579400,12
12695400,2557800,36
12692000,2576000,3
12701800,2572400,4
12745200,2565600,1
12726200,2567600,3
12676200,2564400,6
12673200,2581200,3
12700400,2571200,6
12719600,2580600,3
12670400,2569400,1
12673200,2567200,4
12674400,2581200,2
12697600,2566600,3
12691800,2584600,6
12709600,2563600,1
12682000,2586600,1
12681200,2585800,4
12672000,2576000,7
12703000,2574600,3
12681600,2565800,8
12679800,2576600,1
12714000,2573400,21
12734600,2580400,1
12671600,2579200,13
12678600,2562400,7
12688600,2558200,6
12721200,2585200,4
12677200,2563800,17
12679000,2589200,3
12699600,2558800,6
12681000,2574400,6
12704400,2561200,5
12721800,2565800,1
12728200,2592000,2
12688200,2560200,5
12670200,2582400,2
12695800,2568800,11
12722600,2588600,1
12693800,2584400,6
12695400,2562800,6
12704000,2575200,5
12696800,2574800,19
12673800,2582800,1
12682800,2564000,2
12694600,2576600,28
12685000,2561800,2
12676200,2568800,1
12671000,2585400,1
12699000,2570400,2
12672400,2582000,6
12677600,2563000,4
12683000,2575000,4
12696000,2574400,32
12679200,2566200,6
12681400,2561600,2
12670000,2585400,4
12716800,2561600,5
12701000,2560800,15
12688800,2567000,1
12671800,2578800,2
12677000,2570000,5
12691800,2583600,15
12745400,2565200,2
12705000,2578800,3
12703800,2570000,4
12712600,2570400,5
12689000,2563400,1
12713400,2571200,1
12721800,2580000,2
12672800,2576400,6
12732800,2577400,2
12685200,2566200,9
12668000,2578200,2
12691400,2574200,11
12679200,2588600,5
12686600,2558200,1
12706000,2576400,1
12717400,2578200,3
12692600,2562400,5
12706600,2564400,5
12673600,2587400,14
12724400,2582200,4
12685200,2577000,7
12698800,2558800,4
12709200,2573000,8
12673600,2592200,4
12732400,2578200,2
12676200,2563600,9
12673200,2579200,1
12702800,2579200,1
12713600,2564800,1
12702400,2572000,1
12695600,2568400,5
12682200,2560600,4
12675200,2593000,2
12683200,2561600,4
12686200,2572200,1
12705800,2561600,7
12697000,2573600,2
12691000,2558200,2
12732600,2583200,3
12671200,2579600,1
12697000,2572600,7
12683000,2563400,6
12710600,2567200,4
12723800,2590400,2
12703600,2566200,15
12706200,2570800,2
12678000,2569400,3
12692200,2577000,10
12717000,2586000,2
12716400,2573200,4
12725400,2578200,3
12698200,2576000,6
12700600,2564800,1
12713200,2573400,17
12703400,2570400,2
12687400,2562600,1
12753800,2562000,3
12698800,2576400,2
12717000,2582200,3
12707200,2570400,6
12685400,2577200,11
12686000,2578200,3
12703600,2567200,16
12715800,2570800,1
12744200,2567400,1
12705600,2571400,2
12714400,2573600,1
12682200,2593400,1
12671200,2578600,8
12725800,2589200,4
12701200,2579200,1
12718400,2578200,10
12684400,2569600,1
12678200,2565200,8
12737600,2586400,1
12700200,2573400,2
12684600,2555800,1
12690400,2562600,2
12689600,2565800,5
12682400,2555800,9
12682600,2587200,2
12687800,2559800,30
12704200,2567000,9
12700600,2579600,3
12709800,2563000,3
12718600,2583200,3
12720400,2582000,4
12681600,2586400,1
12706200,2564400,2
12683000,2589400,10
12673800,2566600,9
12732400,2580000,8
12682200,2576200,2
12702800,2561400,3
12720800,2578200,3
12687400,2559600,6
12702600,2562800,12
12673600,2569200,9
12677000,2590200,3
12693200,2585800,3
12668200,2578400,5
12734600,2581800,1
12671800,2583600,3
12718600,2565800,4
12693200,2562800,3
12691400,2577200,2
12676000,2558600,1
12687000,2578800,3
12749000,2567000,1
12745200,2566800,1
12696800,2567400,11
12674600,2581800,1
12680200,2588800,7
12684200,2563600,3
12719600,2583000,5
12732600,2584400,1
12668400,2586600,1
12695200,2576200,33
12696600,2567600,3
12687800,2558600,5
12673200,2566400,1
12687600,2560400,3
12671600,2588600,3
12714600,2582800,5
12690200,2562800,1
12672600,2575800,5
12735000,2581000,13
12697400,2567400,4
12683800,2587600,2
12708800,2571200,20
12713800,2568800,4
12674600,2570000,9
12666600,2580400,3
12717600,2563000,7
12668600,2574200,2
12705400,2572600,1
12675800,2591000,5
12718400,2575400,1
12735600,2579800,1
12708000,2573400,3
12686600,2560400,2
12704800,2571000,5
12703600,2574200,1
12670800,2574400,1
12702200,2563400,9
12710800,2567800,2
12736200,2580000,1
12676400,2575400,10
12686200,2578400,2
12701600,2579600,3
12676000,2567600,8
12697800,2557400,4
12717000,2583600,9
12697000,2567800,9
12716400,2572600,7
12674400,2566800,1
12732200,2586400,4
12697800,2579800,1
12668200,2583200,2
12701000,2561600,7
12672600,2590000,1
12717200,2584800,2
12718600,2584400,1
12718200,2579000,14
12674200,2572200,1
12704400,2578200,3
12676800,2563600,10
12685000,2576800,3
12703800,2567800,15
12721200,2580000,1
12691200,2578400,5
12692600,2571400,2
12705200,2574000,2
12693200,2583600,2
12716200,2579600,4
12748800,2560400,1
12725000,2588800,4
12677400,2587000,3
12686000,2562000,2
12674800,2582000,2
12728200,2591200,1
12716200,2578800,6
12708800,2568800,2
12684400,2577800,2
12742600,2567600,2
12695200,2571400,8
12681800,2586600,1
12750800,2553600,2
12699800,2558000,7
12727600,2586600,2
12696800,2577200,6
12678400,2580800,1
12675000,2570000,7
12676600,2586400,2
12696400,2572800,27
12689600,2559600,2
12685000,2566600,6
12677600,2566200,9
12679600,2564000,3
12696000,2577600,1
12711200,2573200,4
12727400,2591200,1
12682800,2554000,2
12674800,2594800,1
12717800,2580800,6
12694400,2559000,16
12720800,2582800,6
12691000,2562000,1
12691600,2574200,14
12717000,2575200,4
12705200,2578800,5
12726400,2576400,1
12679800,2553200,1
12693400,2577800,2
12711800,2571000,1
12697200,2559600,5
12732400,2584800,5
12699800,2572400,2
12704600,2576400,3
12739600,2571400,1
12675600,2564800,4
12730800,2578400,7
12705000,2560800,18
12680600,2566400,9
12703800,2568000,18
12668800,2583400,2
12703600,2566400,7
12705000,2563600,6
12750200,2553200,2
12737200,2586400,6
12680800,2592200,1
12684200,2587800,1
12705800,2564800,1
12692000,2576600,3
12721000,2578400,6
12678600,2582400,1
12717600,2584000,6
12676000,2571000,2
12670600,2568200,2
12716200,2577000,3
12690200,2578600,6
12702800,2571000,2
12697600,2577600,2
12692000,2584200,4
12676200,2564600,7
12682400,2573400,15
12665000,2583000,2
12683000,2554400,10
12702000,2572200,1
12744200,2566800,6
12697600,2566400,2
12697200,2558800,2
12669000,2576000,18
12684800,2584600,4
12682400,2562600,20
12719400,2587000,1
12682200,2558600,6
12685800,2590200,4
12677000,2591400,3
12668200,2579200,14
12678600,2562600,2
12703400,2575200,4
12714000,2578600,1
12719000,2584800,3
12678000,2561600,2
12682000,2563000,1
12682000,2559400,12
12719800,2564000,1
12713600,2564200,2
12705200,2577000,8
12704400,2561000,14
12745600,2562800,1
12670200,2579000,1
12672600,2584400,2
12718400,2579400,4
12695400,2573400,5
12676000,2583000,10
12721800,2564400,1
12726000,2583200,3
12702800,2583000,4
12695000,2587200,1
12671400,2588400,5
12679400,2589600,2
12716000,2578600,1
12695400,2562600,1
12679000,2583200,1
12695000,2586800,5
12669800,2571200,4
12695200,2558600,6
12731200,2581000,1
12684800,2576000,7
12685600,2562600,4
12713800,2575600,3
12682800,2564200,4
12676600,2557200,2
12731400,2578000,1
12685000,2561600,4
12680000,2566600,4
12669800,2586200,3
12695000,2563000,4
12695000,2559400,1
12695200,2568600,6
12699200,2571800,1
12700600,2564200,3
12718200,2583000,4
12692400,2572400,8
12734200,2583400,5
12673800,2569400,13
12692400,2567600,6
12684200,2554400,7
12715800,2562400,5
12671800,2579400,3
12672400,2589800,2
12672600,2584600,4
12702600,2575200,4
12714800,2573400,4
12705000,2578600,3
12721800,2580600,4
12732800,2577600,24
12705000,2579400,1
12677400,2588200,2
12692000,2561600,6
12697000,2566600,7
12694000,2575200,19
12673600,2587600,18
12735200,2586200,1
12669200,2582800,2
12677800,2589200,4
12676200,2563000,3
12696400,2561400,4
12668400,2585800,2
12695600,2568200,5
12678400,2565400,7
12675200,2593600,1
12724600,2576600,3
12701200,2563600,8
12710600,2571800,2
12705800,2561000,12
12674800,2563800,4
12707800,2573400,2
12720400,2583000,7
12702600,2581000,2
12734400,2586200,1
12695800,2562800,25
12676400,2562800,2
12671600,2580800,1
12688600,2561000,2
12703800,2565800,13
12707200,2566200,2
12671600,2583600,2
12708400,2561400,2
12682400,2558800,1
12676200,2586600,1
12722200,2586200,1
12680400,2553200,5
12678800,2589800,2
12685400,2565400,2
12723200,2575800,6
12713200,2573200,3
12675800,2565800,8
12703400,2570600,1
12699800,2569400,1
12670200,2580400,30
12670400,2581600,3
12702000,2561600,11
12682000,2560000,7
12676400,2570200,5
12725400,2588000,8
12716000,2578800,1
12703600,2581000,1
12669800,2576400,2
12695000,2586600,1
12718600,2575400,1
12688200,2559800,1
12670800,2586200,1
12684800,2565400,4
12695400,2558800,3
12696600,2571800,10
12694400,2560200,2
12697600,2575800,1
12673800,2587600,18
12700800,2561000,1
12700200,2573200,3
12681400,2576000,2
12673800,2577600,1
12735400,2584000,2
12699200,2574000,5
12666000,2575200,1
12724600,2583600,4
12671800,2591000,1
12679600,2559200,1
12706200,2564600,3
12673800,2566400,9
12677600,2588400,2
12694000,2572400,12
12731600,2576200,1
12731200,2584800,3
12725200,2567200,11
12697200,2563200,5
12702200,2579400,2
12705800,2567200,1
12676400,2566200,1
12707000,2575800,3
12696400,2576000,48
12701200,2575800,1
12734800,2584200,5
12696800,2567600,11
12743800,2567400,1
12685200,2584400,1
12716400,2582600,4
12716000,2567600,2
12719600,2583600,11
12723400,2565800,3
12692400,2586000,1
12682600,2558400,8
12684600,2559200,1
12702400,2563800,16
12694400,2574600,5
12678400,2568400,1
12713200,2567200,1
12673200,2566600,4
12682800,2559200,9
12711200,2563600,3
12679800,2562600,8
12714600,2582600,2
12682600,2556000,3
12716000,2586000,1
12693200,2571800,1
12735000,2581200,10
12679800,2550400,2
12693200,2572600,3
12672400,2591200,2
12674600,2567000,13
12685000,2562600,1
12721600,2577400,9
12679800,2589600,1
12692200,2584400,1
12705000,2567600,5
12707200,2572400,5
12690800,2576400,20
12670400,2570000,10
12695600,2558400,2
12693600,2559200,5
12701800,2581800,11
12713600,2580400,1
12693800,2569800,5
12691800,2561600,4
12670800,2574600,1
12687600,2578800,5
12678800,2592800,1
12670800,2581400,3
12680000,2563200,4
12671000,2579800,2
12698000,2563600,5
12711000,2563400,3
12715800,2579200,3
12705800,2579800,5
12701200,2580800,5
12679200,2579400,2
12702400,2581000,3
12694200,2570200,3
12670000,2589000,5
12706400,2572400,13
12678400,2557200,1
12696000,2569800,3
12681800,2565400,1
12703200,2564000,3
12683000,2557600,6
12681400,2562600,2
12669200,2579200,1
12718600,2584600,9
12696200,2568000,5
12674800,2568600,2
12700600,2580400,2
12668000,2582000,4
12682400,2565400,6
12698600,2560400,3
12714400,2589800,1
12690600,2578800,35
12677000,2592600,2
12676800,2563400,3
12693800,2562600,2
12678600,2567000,7
12721200,2580200,1
12692600,2571600,1
12698600,2574400,12
12697200,2569600,17
12731800,2584400,2
12681400,2589800,2
12683600,2564400,1
12685400,2564800,5
12671800,2570800,1
12696400,2562600,4
12687600,2563800,2
12709000,2562600,5
12717800,2573800,2
12679000,2555800,1
12696600,2561200,1
12716000,2575400,5
12680200,2559000,3
12707000,2570000,9
12698000,2576800,1
12723600,2587000,1
12705400,2563800,9
12677400,2566400,27
12682200,2588600,2
12676600,2586600,7
12679400,2554000,3
12701400,2565400,1
12699000,2575000,2
12696000,2577000,1
12679000,2581000,1
12698000,2570800,10
12720800,2581000,16
12665600,2579000,1
12704400,2569000,15
12724000,2589000,1
12704200,2568000,24
12698000,2572200,12
12671800,2575400,1
12706600,2570200,4
12681200,2563600,5
12692800,2561200,1
12679600,2552000,6
12674600,2556400,1
12705000,2575400,9
12711800,2571200,5
12697200,2559000,7
12678800,2550200,2
12670600,2581600,7
12679400,2581600,8
12739600,2571600,11
12685200,2558800,5
12726200,2581200,4
12695400,2569400,13
12692000,2566400,5
12670400,2575000,1
12680800,2584400,7
12703600,2566600,3
12724400,2587200,1
12676000,2564400,3
12684000,2581000,1
12737200,2586600,4
12712600,2566600,2
12702800,2564400,4
12694400,2581000,1
12717600,2584200,8
12718400,2578800,2
12707600,2562600,1
12676000,2571200,6
12696200,2563600,16
12743400,2571800,1
12673800,2586800,1
12690000,2575200,3
12696400,2569600,4
12679400,2563200,8
12665000,2582800,5
12674200,2569400,5
12682400,2573600,12
12732200,2578400,4
12665000,2583200,1
12678400,2567000,2
12700000,2570000,1
12671600,2587600,2
12733800,2585600,4
12682000,2587000,8
12669000,2576200,17
12679400,2565000,5
12677600,2584800,1
12721400,2585800,4
12682200,2558800,14
12701400,2579800,7
12726600,2582800,2
12677000,2591600,6
12697400,2571200,5
12677200,2563400,3
12698800,2558000,3
12678400,2562800,1
12684600,2581400,2
12679800,2582800,2
12704400,2561600,12
12680200,2560000,4
12676000,2582800,1
12712000,2567200,2
12699400,2572800,2
12698800,2559200,13
12696800,2568400,3
12745800,2559800,1
12676000,2583200,6
12702800,2582800,13
12676200,2571200,11
12717600,2585000,1
12702800,2583200,5
12695000,2587000,4
12682200,2590000,1
12675200,2585000,2
12669800,2571400,1
12698200,2569400,7
12688000,2578800,4
